employeenumber,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,remotework
11960.0,37,No,,977.0,1,3,life sciences,4,Female,56,2,2, manufacturing director ,4,married,,9961,1,,13,3.0,2,1,14.0,2,2.0,14,3,11,1986,Yes
13150.0,28,No,non travel,1476.0,1,3,,3,Female,55,1,2, laboratory technician ,4,married,66740.0,16392,0,No,11,3.0,1,3,10.0,6,3.0,9,7,5,1995,Yes
13240.0,31,No,non travel,587.0,2,4,,4,Female,57,3,3, sales executive ,3,,98520.0,8935,1,Yes,19,3.0,1,1,10.0,5,2.0,10,9,6,1992,Yes
13340.0,42,No,non travel,495.0,2,1,life sciences,3,Male,0,3,4, manager ,3,,178610.0,26582,0,Yes,13,,4,0,21.0,3,2.0,20,2,10,1981,No
13460.0,40,No,travel rarely,523.0,2,3,life sciences,3,Male,98,3,2, research scientist ,4,single,,22455,1,,13,3.0,3,0,9.0,4,3.0,9,8,8,1983,Yes
13560.0,34,No,,507.0,15,2,medical,3,Female,66,3,2, sales executive ,1,single,,23553,1,,12,3.0,4,0,,6,4.0,10,9,6,1989,Yes
14230.0,58,No,travel rarely,1055.0,1,3,,4,Female,76,3,5, research director ,1,,,22456,3,,21,4.0,3,1,,3,3.0,9,1,5,1965,No
14590.0,31,Yes,travel frequently,1445.0,1,5,,3,Female,100,4,3, manufacturing director ,2,,74460.0,8931,1,,11,3.0,1,0,,2,3.0,10,4,7,1992,Yes
14720.0,53,No,,447.0,2,3,medical,4,Male,39,4,4, research director ,2,single,165980.0,19764,4,No,12,3.0,2,0,35.0,2,2.0,9,8,8,1970,Yes
14850.0,34,No,,829.0,15,3,,2,Male,71,3,4, research director ,1,,,11929,7,,14,3.0,4,2,16.0,3,2.0,14,6,9,1989,Yes
15430.0,37,No,,674.0,13,3,,1,Male,47,3,2, research scientist ,4,married,42850.0,3031,1,,17,3.0,1,0,,2,3.0,10,3,7,1986,Yes
15470.0,42,No,travel frequently,,2,3,,4,Male,40,3,3, healthcare representative ,4,,101240.0,18611,2,Yes,14,3.0,3,1,24.0,3,1.0,20,13,9,1981,Yes
15530.0,45,No,,538.0,1,4,,1,Male,66,3,3, healthcare representative ,2,divorced,,20933,1,,12,3.0,1,3,,4,3.0,10,7,7,1978,Yes
15620.0,30,Yes,travel rarely,740.0,1,3,,2,Male,64,2,2, sales executive ,1,married,97140.0,5323,1,No,11,3.0,4,1,,4,3.0,10,6,7,1993,Yes
15820.0,38,No,travel rarely,1245.0,14,3,life sciences,3,Male,80,3,2, sales executive ,2,married,99240.0,12355,0,,11,3.0,4,1,10.0,3,3.0,9,7,7,1985,Yes
16060.0,50,No,,1234.0,20,5,medical,2,Male,41,3,4, healthcare representative ,3,,112450.0,20689,2,,15,3.0,3,1,32.0,3,3.0,30,12,13,1973,No
16580.0,34,No,travel rarely,1130.0,3,3,,4,Female,66,3,2, research scientist ,2,,,19332,1,No,12,3.0,3,1,11.0,2,3.0,11,7,9,1989,Yes
16650.0,54,No,travel rarely,584.0,22,5,,2,Female,91,3,4, manager ,3,,,18685,3,,25,4.0,3,1,36.0,6,3.0,10,4,7,1969,Yes
17370.0,39,No,,792.0,1,3,life sciences,4,Male,77,3,2, laboratory technician ,4,married,64720.0,8989,1,,15,3.0,4,1,,2,3.0,9,5,8,1984,Yes
17900.0,36,No,,1383.0,10,3,life sciences,4,Male,90,3,3, healthcare representative ,1,,83210.0,25949,7,,13,3.0,4,1,15.0,1,3.0,12,5,7,1987,No
18230.0,34,No,travel rarely,,8,2,,2,Male,92,4,2, sales executive ,3,,,22128,1,No,21,4.0,3,2,10.0,5,3.0,10,4,8,1989,No
18570.0,46,No,travel rarely,706.0,2,2,life sciences,4,Male,82,3,3, manufacturing director ,4,divorced,85780.0,19989,3,,14,3.0,3,1,12.0,4,2.0,9,4,7,1977,Yes
18640.0,27,No,travel rarely,728.0,23,1,medical,2,Female,36,2,2, sales representative ,3,married,,7018,1,No,21,4.0,4,1,,5,3.0,9,5,8,1996,No
18810.0,31,No,,311.0,36,3,life sciences,2,Male,89,3,2, laboratory technician ,3,divorced,41970.0,18624,1,No,11,3.0,1,1,10.0,2,3.0,10,0,2,1992,No
18880.0,45,No,travel rarely,556.0,25,2,life sciences,2,Female,93,2,2, manufacturing director ,4,,,23888,0,No,13,,4,2,10.0,2,2.0,9,3,8,1978,Yes
19500.0,34,No,travel rarely,937.0,1,3,marketing,1,Male,32,3,3, sales executive ,4,,98880.0,6770,1,No,21,4.0,1,0,14.0,3,2.0,14,2,1,1989,No
19620.0,35,No,,1224.0,7,4,,3,Female,55,3,2, sales executive ,4,,,13586,1,Yes,11,3.0,4,0,10.0,2,3.0,10,0,9,1988,No
19750.0,39,No,travel rarely,119.0,15,4,marketing,2,Male,77,3,4, sales executive ,1,single,133410.0,25098,0,No,12,3.0,1,0,21.0,3,3.0,20,11,10,1984,No
19860.0,40,No,travel rarely,444.0,2,2,marketing,2,Female,92,3,2, sales executive ,2,married,56770.0,4258,3,No,14,3.0,3,1,,4,3.0,11,5,10,1983,Yes
20000.0,47,No,,,1,1,,3,Female,98,3,3, research director ,2,married,,17231,0,No,18,3.0,1,2,14.0,3,1.0,13,5,12,1976,Yes
20.0,49,No,travel frequently,,8,1,,3,Male,61,2,2, research scientist ,2,married,,24907,1,No,23,4.0,4,1,10.0,3,3.0,10,1,7,1974,Yes
50.0,33,No,travel frequently,1392.0,19,4,life sciences,19,Female,56,3,1, research scientist ,3,married,29090.0,23159,1,,11,3.0,3,0,,3,3.0,8,3,0,1990,Yes
350.0,42,No,,,8,4,,3,Male,48,3,2, sales executive ,2,,68250.0,21173,0,,11,,4,1,10.0,2,3.0,9,4,2,1981,No
760.0,31,No,,655.0,7,4,life sciences,4,Male,48,3,2, laboratory technician ,4,divorced,,9528,3,No,22,4.0,4,1,,3,2.0,7,1,7,1992,No
980.0,31,No,travel rarely,746.0,8,4,,3,Female,61,3,2, manufacturing director ,4,single,44240.0,20682,1,No,23,4.0,4,0,11.0,2,3.0,11,1,8,1992,No
1200.0,51,No,,632.0,21,4,marketing,3,Male,71,3,2, sales executive ,4,,54410.0,8423,0,,22,4.0,4,0,11.0,2,1.0,10,1,0,1972,Yes
1470.0,34,Yes,travel frequently,658.0,7,3,,1,Male,66,1,2, laboratory technician ,3,,60740.0,22887,1,Yes,24,4.0,4,0,9.0,3,,9,0,6,1989,Yes
1540.0,36,No,,1467.0,11,2,technical degree,2,Female,92,3,3, sales executive ,4,,,22952,0,No,14,3.0,3,1,10.0,6,3.0,9,2,8,1987,No
1590.0,30,No,travel frequently,1312.0,23,3,,1,Male,96,1,1, research scientist ,3,divorced,,22310,1,No,25,4.0,3,3,,2,2.0,10,0,9,1993,No
1600.0,33,No,non travel,750.0,12,2,,12,Male,95,3,2, sales executive ,2,married,61460.0,15480,0,,13,3.0,1,1,,2,4.0,7,0,7,1990,Yes
1630.0,31,Yes,,249.0,6,4,life sciences,2,Male,76,1,2, sales executive ,3,married,61720.0,20739,4,,18,3.0,2,0,,3,2.0,7,7,7,1992,No
1760.0,41,No,travel rarely,802.0,23,1,,3,Male,96,3,3, sales executive ,3,divorced,,21196,3,Yes,13,3.0,3,1,,2,3.0,9,0,7,1982,No
1770.0,26,No,travel rarely,1355.0,25,1,,3,Female,61,3,1, human resources ,3,,,8916,1,,23,4.0,4,1,8.0,3,3.0,8,5,7,1997,Yes
1950.0,32,No,,689.0,9,2,,4,Male,35,1,2, sales executive ,4,divorced,46680.0,22812,0,No,17,3.0,4,3,,2,4.0,8,0,7,1991,Yes
2020.0,40,No,travel frequently,1395.0,26,3,,2,Female,54,3,2, research scientist ,2,divorced,56050.0,8504,1,No,11,3.0,1,1,20.0,2,3.0,20,2,13,1983,No
2050.0,53,No,travel rarely,1436.0,6,2,marketing,2,Male,34,3,2, sales representative ,3,,,16047,2,Yes,20,4.0,4,1,13.0,3,1.0,7,4,5,1970,Yes
2520.0,33,No,travel rarely,,14,3,,4,Female,0,3,1, research scientist ,2,,,4673,1,,13,3.0,4,1,8.0,5,3.0,8,1,6,1990,Yes
2580.0,51,No,travel rarely,313.0,3,3,,4,Female,98,3,4, healthcare representative ,2,single,,7192,3,,18,3.0,3,0,,6,3.0,7,1,0,1972,No
2600.0,27,No,travel rarely,894.0,9,3,medical,4,Female,99,3,1, research scientist ,2,single,,11781,1,No,16,3.0,4,0,,2,2.0,7,0,3,1996,No
2670.0,37,No,,290.0,21,3,life sciences,2,Male,65,4,1, research scientist ,1,,35640.0,22977,1,Yes,12,3.0,1,1,,3,2.0,8,1,7,1986,Yes
2750.0,49,No,non travel,1002.0,18,4,,4,Male,92,3,2, manufacturing director ,4,divorced,68040.0,23793,1,Yes,15,3.0,1,2,7.0,0,3.0,7,1,7,1974,No
2930.0,27,No,,1242.0,20,3,life sciences,4,Female,90,3,2, sales executive ,3,single,,12916,1,,14,3.0,4,0,7.0,2,3.0,7,0,7,1996,No
3020.0,45,No,,1052.0,6,3,medical,4,Female,57,2,3, sales executive ,4,single,,16840,6,,12,3.0,4,0,23.0,2,3.0,19,12,8,1978,Yes
3140.0,35,No,,944.0,1,3,,3,Female,92,3,3, sales executive ,3,single,,9096,1,No,14,3.0,1,0,10.0,3,4.0,10,0,8,1988,Yes
3290.0,52,No,,771.0,2,4,life sciences,1,Male,79,2,5, manager ,3,,,21030,1,Yes,18,3.0,4,0,33.0,2,4.0,33,15,12,1971,Yes
3610.0,38,No,non travel,1327.0,2,2,life sciences,4,Male,39,2,2, sales executive ,4,,,19682,3,No,18,3.0,4,1,13.0,0,3.0,8,7,5,1985,Yes
3630.0,46,No,,488.0,27,3,,27,Female,75,1,4, manager ,2,married,,14977,3,Yes,12,3.0,2,1,28.0,2,2.0,7,7,7,1977,No
3760.0,47,Yes,non travel,666.0,10,4,life sciences,1,Male,88,3,3, manager ,2,married,,10268,1,,12,3.0,4,1,,2,2.0,10,9,9,1976,Yes
3810.0,35,No,,1315.0,22,3,life sciences,2,Female,71,4,3, manager ,2,divorced,,19100,7,,18,,2,1,10.0,6,2.0,7,6,2,1988,No
3880.0,29,No,travel frequently,442.0,2,2,,2,Male,44,3,2, sales executive ,4,single,,20260,1,,18,3.0,1,0,,3,,10,0,9,1994,Yes
3890.0,55,No,travel rarely,147.0,20,2,technical degree,2,Male,37,3,2, laboratory technician ,4,married,,15972,3,,19,,4,1,12.0,4,3.0,10,0,8,1968,Yes
4010.0,26,Yes,travel rarely,950.0,45,4,,4,Male,48,2,2, sales executive ,4,single,58280.0,8450,1,,12,3.0,2,0,,0,,8,7,4,1997,Yes
4160.0,31,No,travel rarely,218.0,7,3,technical degree,2,Male,100,4,2, sales executive ,4,,,12241,4,,11,3.0,2,1,10.0,3,2.0,8,7,7,1992,Yes
4300.0,43,No,travel frequently,,10,4,life sciences,3,Female,33,3,1, laboratory technician ,4,,24550.0,10675,0,No,19,3.0,1,0,,5,3.0,8,1,7,1980,Yes
4380.0,31,No,travel rarely,691.0,13,3,marketing,4,Male,73,3,2, sales executive ,4,,,7143,4,,12,3.0,4,3,13.0,3,3.0,7,1,7,1992,Yes
4460.0,33,No,,,10,3,,2,Male,46,2,2, sales executive ,4,,46820.0,4317,3,No,14,3.0,3,0,,6,2.0,7,0,1,1990,No
4480.0,43,No,travel frequently,559.0,10,4,life sciences,3,Female,82,2,2, laboratory technician ,3,divorced,52570.0,6227,1,No,11,,2,1,9.0,3,4.0,9,0,0,1980,No
4540.0,29,Yes,travel rarely,318.0,8,4,,2,Male,77,1,1, laboratory technician ,1,,21190.0,4759,1,,11,3.0,4,0,7.0,4,2.0,7,0,7,1994,No
4580.0,27,No,,1130.0,8,4,,2,Female,56,3,2, sales executive ,2,,,3415,1,No,18,3.0,1,1,8.0,3,3.0,8,0,7,1996,No
4760.0,26,No,travel rarely,933.0,1,3,,3,Male,57,3,2, sales executive ,3,,,20156,1,,17,3.0,2,1,,3,3.0,8,7,7,1997,Yes
4830.0,40,No,travel rarely,1171.0,10,4,life sciences,4,Female,46,4,1, laboratory technician ,3,married,,22495,3,Yes,13,3.0,3,1,,3,3.0,7,1,7,1983,Yes
4880.0,41,Yes,,143.0,4,3,,1,Male,56,3,2, sales executive ,2,,,9558,1,No,18,3.0,3,0,8.0,5,3.0,8,7,7,1982,No
5000.0,51,No,travel rarely,1178.0,14,2,,3,Female,87,3,2, sales executive ,4,,,14862,4,No,11,3.0,3,1,18.0,2,2.0,7,0,7,1972,Yes
5340.0,41,No,travel rarely,645.0,1,3,marketing,2,Male,49,4,3, sales executive ,1,married,83920.0,19566,1,,16,3.0,3,1,10.0,2,3.0,10,0,7,1982,Yes
5860.0,35,No,travel rarely,1276.0,16,3,life sciences,4,Male,72,3,3, healthcare representative ,3,,,14295,4,Yes,12,3.0,3,0,10.0,2,3.0,8,0,0,1988,No
5950.0,48,No,travel rarely,163.0,2,5,,2,Female,37,3,2, sales executive ,4,married,40510.0,19658,2,No,14,3.0,1,1,14.0,2,3.0,9,6,7,1975,Yes
6080.0,26,Yes,travel frequently,426.0,17,4,life sciences,2,Female,58,3,1, human resources ,3,,27410.0,22808,0,Yes,11,3.0,2,1,8.0,2,,7,1,0,1997,Yes
6160.0,41,No,,509.0,2,4,other,1,Female,62,2,2, healthcare representative ,3,single,,2112,2,Yes,17,3.0,1,0,10.0,3,3.0,8,0,7,1982,Yes
6210.0,34,No,,258.0,21,4,,4,Male,74,4,2, sales executive ,4,single,53370.0,19921,1,,12,3.0,4,0,10.0,3,3.0,10,5,7,1989,Yes
6530.0,31,No,travel rarely,525.0,6,4,medical,1,Male,66,4,2, sales executive ,4,divorced,,6219,4,No,22,4.0,4,2,13.0,4,4.0,7,5,7,1992,Yes
6630.0,43,No,travel frequently,,9,5,,4,Male,72,3,2, laboratory technician ,3,divorced,,19627,3,,13,3.0,2,1,10.0,3,3.0,8,4,7,1980,No
6820.0,53,No,,238.0,1,1,,4,Female,34,3,2, sales executive ,1,single,,7507,7,,20,4.0,4,0,18.0,2,4.0,14,8,10,1970,No
7100.0,29,No,,806.0,1,4,life sciences,2,Male,76,1,1, research scientist ,4,divorced,,18959,1,,18,3.0,4,1,10.0,5,3.0,10,2,8,1994,Yes
7170.0,34,No,,1442.0,9,3,medical,4,Female,46,2,3, healthcare representative ,2,,,17654,1,,14,3.0,2,0,9.0,3,4.0,8,7,7,1989,No
7210.0,39,No,,408.0,2,4,technical degree,4,Female,80,2,2, healthcare representative ,3,single,,20978,1,No,11,3.0,1,0,20.0,4,3.0,20,11,10,1984,No
7220.0,32,No,,929.0,10,3,marketing,4,Male,55,3,2, sales executive ,4,,53960.0,21703,1,,12,3.0,4,0,10.0,2,2.0,10,0,8,1991,Yes
7240.0,38,No,travel rarely,827.0,1,4,life sciences,2,Female,33,4,2, healthcare representative ,4,,,19383,0,,13,3.0,3,0,10.0,4,,9,1,8,1985,Yes
7250.0,27,No,travel rarely,,1,2,life sciences,3,Female,0,3,3, manufacturing director ,1,married,,6009,1,,11,3.0,4,0,9.0,3,3.0,9,0,7,1996,No
7280.0,47,No,,703.0,35,4,marketing,4,Male,42,3,2, sales executive ,1,single,49600.0,11825,2,,12,3.0,4,0,20.0,2,3.0,7,1,7,1976,No
7330.0,27,No,travel frequently,294.0,10,2,,4,Male,32,3,3, manufacturing director ,1,,87930.0,4809,1,No,21,4.0,3,2,9.0,4,2.0,9,1,7,1996,Yes
7340.0,41,No,,314.0,1,3,,4,Male,59,2,5, manager ,3,,191890.0,19562,1,No,12,,2,1,22.0,3,3.0,22,2,10,1982,No
7420.0,36,No,,427.0,8,3,,1,Female,63,4,3, research director ,1,married,117130.0,20335,9,,14,3.0,1,1,10.0,2,3.0,8,0,5,1987,No
7470.0,30,No,,501.0,27,5,marketing,3,Male,99,3,2, sales executive ,4,divorced,53040.0,25275,7,No,23,,4,1,10.0,2,2.0,8,7,7,1993,Yes
7620.0,56,No,travel rarely,,9,3,,3,Male,81,3,4, healthcare representative ,4,married,111030.0,20420,7,No,11,3.0,3,0,30.0,1,2.0,10,1,1,1967,No
7830.0,45,No,travel rarely,954.0,2,2,,2,Male,46,1,2, sales representative ,3,single,66320.0,12388,0,No,13,3.0,1,0,9.0,3,3.0,8,3,1,1978,Yes
7890.0,36,No,non travel,1434.0,8,4,,1,Male,76,2,3, sales executive ,1,single,75870.0,14229,1,,15,3.0,2,0,10.0,1,3.0,10,0,9,1987,No
7930.0,29,No,,657.0,27,3,medical,2,Female,66,3,2, healthcare representative ,3,married,43350.0,25549,4,No,12,3.0,1,1,11.0,3,2.0,8,1,1,1994,Yes
8030.0,38,No,,240.0,2,4,life sciences,1,Female,75,4,2, manufacturing director ,1,single,59800.0,26085,6,,12,3.0,4,0,17.0,2,3.0,15,4,12,1985,Yes
8090.0,42,No,travel frequently,570.0,8,3,,2,Male,66,3,5, manager ,4,,,16225,1,No,13,3.0,2,1,24.0,4,2.0,24,14,9,1981,Yes
8230.0,36,No,travel rarely,676.0,1,3,other,3,Female,35,3,2, manufacturing director ,2,,52280.0,23361,0,,15,3.0,1,1,,2,3.0,9,0,5,1987,No
8420.0,55,Yes,,436.0,2,1,medical,3,Male,37,3,2, sales executive ,4,single,,21519,4,,16,3.0,3,0,,3,2.0,9,7,3,1968,No
9130.0,44,No,,661.0,9,2,,2,Male,61,3,1, research scientist ,1,,,7508,1,Yes,13,3.0,4,0,8.0,0,3.0,8,7,1,1979,Yes
9270.0,41,Yes,,1085.0,2,4,life sciences,2,Female,57,1,1, laboratory technician ,4,divorced,,17725,4,Yes,13,3.0,3,1,,1,2.0,7,1,0,1982,Yes
9410.0,31,No,travel rarely,154.0,7,4,,2,Male,41,2,1, sales representative ,3,,23290.0,11737,3,,15,,2,0,,2,4.0,7,5,2,1992,No
9560.0,26,No,travel frequently,1283.0,28,3,medical,28,Male,52,2,2, sales executive ,1,,42940.0,11148,1,,12,3.0,2,0,,2,3.0,7,0,7,1997,Yes
9660.0,32,No,,498.0,3,4,medical,3,Female,93,3,2, manufacturing director ,1,married,67250.0,13554,1,,12,3.0,3,1,8.0,2,4.0,8,6,3,1991,No
9670.0,36,Yes,travel rarely,530.0,3,1,life sciences,3,Male,51,2,3, sales executive ,4,married,103250.0,5518,1,,11,,1,1,,6,3.0,16,3,7,1987,No
9720.0,45,No,non travel,805.0,47,2,,47,Male,57,3,2, laboratory technician ,2,,44470.0,23163,1,,12,3.0,2,0,,5,2.0,9,0,8,1978,Yes
9900.0,36,No,non travel,1229.0,8,4,technical degree,1,Male,84,3,2, sales executive ,4,divorced,,25952,4,No,13,,4,2,12.0,3,3.0,7,0,7,1987,Yes
10130.0,54,No,travel rarely,1441.0,17,3,technical degree,3,Female,56,3,3, manufacturing director ,3,,,13943,8,,11,,3,1,22.0,2,3.0,10,0,8,1969,Yes
10150.0,30,No,travel rarely,153.0,8,2,,2,Female,73,4,3, research director ,1,,,17802,0,Yes,12,3.0,3,3,,4,2.0,8,1,7,1993,Yes
10180.0,26,No,,1066.0,2,2,medical,4,Male,32,4,2, manufacturing director ,4,married,54720.0,3334,1,,12,3.0,2,0,,2,3.0,8,1,3,1997,No
10340.0,55,No,travel frequently,135.0,18,4,medical,3,Male,62,3,2, healthcare representative ,2,married,63850.0,12992,3,,14,3.0,4,2,,3,3.0,8,6,7,1968,Yes
10460.0,32,No,non travel,1109.0,29,4,,4,Female,69,3,1, laboratory technician ,3,single,,11135,9,No,12,3.0,2,0,10.0,2,3.0,8,7,7,1991,Yes
10500.0,53,No,travel frequently,124.0,2,3,marketing,3,Female,38,2,3, sales executive ,2,,75250.0,23537,2,,12,3.0,1,1,30.0,2,,15,6,12,1970,Yes
10740.0,55,No,,444.0,2,1,,3,Male,40,2,4, manager ,1,single,,17323,7,No,15,3.0,2,0,,3,4.0,9,6,2,1968,Yes
10820.0,28,Yes,non travel,1366.0,24,2,,2,Male,72,2,3, healthcare representative ,1,single,,12355,1,No,12,3.0,1,0,10.0,2,2.0,10,1,9,1995,No
10970.0,28,No,travel rarely,857.0,10,3,other,3,Female,59,3,2, research scientist ,3,single,36600.0,7909,3,No,13,3.0,4,0,,4,4.0,8,1,7,1995,Yes
11000.0,35,Yes,,1204.0,4,3,technical degree,4,Male,86,3,3, sales executive ,1,,,10333,0,,22,4.0,1,0,9.0,2,3.0,8,4,7,1988,Yes
11010.0,33,Yes,travel frequently,827.0,36,4,medical,36,Female,54,2,2, research scientist ,3,single,,3129,1,No,22,4.0,2,0,14.0,4,3.0,13,3,8,1990,Yes
11060.0,25,Yes,,1219.0,4,1,technical degree,4,Male,32,3,1, laboratory technician ,4,married,,4605,1,,15,,2,1,7.0,3,4.0,7,5,6,1998,Yes
11190.0,38,No,,770.0,10,4,,3,Male,0,2,3, sales executive ,3,,87400.0,5569,0,Yes,14,3.0,2,2,9.0,2,,8,2,7,1985,Yes
11260.0,43,No,travel frequently,1082.0,27,3,life sciences,3,Female,83,3,3, manufacturing director ,1,married,,11535,8,No,11,3.0,3,1,18.0,1,3.0,8,0,1,1980,No
11280.0,40,No,travel rarely,1308.0,14,3,,3,Male,44,2,5, research director ,3,,,17544,1,No,14,,1,0,,2,,20,4,9,1983,Yes
11770.0,26,No,travel rarely,1384.0,3,4,,1,Male,82,4,1, laboratory technician ,4,,,13421,1,,22,4.0,2,1,8.0,2,3.0,8,0,7,1997,Yes
11820.0,35,No,travel rarely,819.0,2,3,,3,Male,44,2,3, manufacturing director ,2,divorced,,19588,2,No,18,3.0,2,1,15.0,2,4.0,7,6,4,1988,Yes
12010.0,53,No,,1223.0,7,2,medical,4,Female,50,3,5, manager ,3,divorced,,18640,3,No,18,3.0,2,1,26.0,6,3.0,7,4,7,1970,No
12180.0,35,No,,1361.0,17,4,life sciences,3,Male,94,3,2, sales executive ,1,,,21026,3,,15,3.0,4,3,15.0,2,3.0,7,1,7,1988,Yes
12200.0,33,No,,1146.0,25,3,medical,2,Female,0,3,2, sales executive ,3,,,4905,1,No,12,3.0,1,1,,3,2.0,10,0,1,1990,Yes
12240.0,30,No,travel rarely,853.0,7,4,life sciences,3,Male,49,3,2, laboratory technician ,3,divorced,34910.0,11309,1,,13,,1,3,,4,2.0,10,8,9,1993,Yes
12350.0,32,No,,1316.0,2,2,life sciences,4,Female,38,3,2, research scientist ,3,single,,2338,4,Yes,14,3.0,4,0,10.0,2,3.0,8,0,7,1991,No
12370.0,36,No,,363.0,1,3,technical degree,3,Female,0,1,3, manufacturing director ,1,divorced,102520.0,4235,2,Yes,21,4.0,3,1,17.0,2,3.0,7,7,7,1987,Yes
12550.0,43,No,,920.0,3,3,life sciences,3,Male,96,1,5, research director ,4,,197400.0,18625,3,No,14,3.0,2,1,,2,3.0,8,0,7,1980,Yes
12640.0,29,No,travel rarely,694.0,1,3,,4,Female,0,2,4, research director ,4,divorced,,3423,3,No,14,3.0,2,2,9.0,2,2.0,7,1,7,1994,Yes
12830.0,59,No,,1429.0,24,4,,24,Male,67,3,3, manufacturing director ,4,single,,20002,6,No,12,3.0,4,0,,6,2.0,9,5,4,1964,No
12930.0,43,No,travel rarely,531.0,4,4,marketing,4,Female,56,2,3, sales executive ,4,single,,20364,3,No,14,3.0,4,0,23.0,3,4.0,21,15,17,1980,Yes
12950.0,44,Yes,travel rarely,621.0,15,3,medical,1,Female,73,3,3, healthcare representative ,4,married,,14075,1,,11,3.0,4,1,,2,3.0,10,0,5,1979,Yes
13220.0,39,No,travel rarely,524.0,33,2,,1,Male,32,3,2, manufacturing director ,3,single,45340.0,13352,0,,11,3.0,1,0,,6,,8,1,7,1984,Yes
13440.0,34,No,,943.0,9,3,,4,Male,86,3,3, healthcare representative ,4,,85000.0,5494,0,,11,,4,1,10.0,0,2.0,9,1,6,1989,Yes
13550.0,38,No,,1009.0,2,2,life sciences,2,Female,31,3,2, sales executive ,1,,,19461,3,,15,3.0,4,1,11.0,3,3.0,7,1,7,1985,Yes
13620.0,36,No,travel frequently,607.0,12,3,marketing,12,Female,83,4,2, sales executive ,1,married,46390.0,2261,2,No,16,3.0,4,1,,2,2.0,15,6,13,1987,Yes
13690.0,35,No,,817.0,1,3,,4,Female,60,2,2, laboratory technician ,4,,53630.0,10846,0,No,12,3.0,2,1,10.0,0,3.0,9,0,0,1988,No
13770.0,34,No,,,29,3,,2,Male,86,3,2, laboratory technician ,3,,,17491,4,,13,3.0,1,2,10.0,1,3.0,8,7,7,1989,No
14020.0,43,No,,930.0,6,3,medical,1,Female,73,2,2, research scientist ,3,single,40810.0,20003,1,Yes,14,3.0,1,0,20.0,3,1.0,20,1,8,1980,No
14080.0,42,No,travel rarely,1147.0,10,3,human resources,3,Female,31,3,4, manager ,1,married,,16616,0,,14,3.0,3,1,21.0,5,3.0,20,0,9,1981,No
14170.0,26,No,travel rarely,652.0,7,3,,3,Male,100,4,1, laboratory technician ,1,single,35780.0,23577,0,No,12,3.0,4,0,8.0,2,3.0,7,0,7,1997,Yes
14210.0,29,Yes,,337.0,14,1,other,3,Female,84,3,3, healthcare representative ,4,single,,22930,0,Yes,12,3.0,1,0,,1,3.0,8,7,7,1994,Yes
14220.0,54,No,,971.0,1,3,,4,Female,54,3,4, research director ,4,,173280.0,5652,6,,19,3.0,4,0,29.0,3,2.0,20,12,7,1969,No
14240.0,55,No,,1136.0,1,4,,2,Male,81,4,4, research director ,4,divorced,,12414,2,No,13,3.0,4,2,31.0,4,4.0,7,0,0,1968,Yes
14570.0,46,Yes,,377.0,9,3,marketing,1,Male,52,3,3, sales executive ,4,divorced,,15986,4,No,11,3.0,1,1,28.0,1,4.0,7,4,3,1977,Yes
14600.0,45,No,travel rarely,1038.0,20,3,medical,2,Male,95,1,3, healthcare representative ,1,,108510.0,19863,2,Yes,18,3.0,2,1,,2,3.0,7,0,7,1978,No
14840.0,49,No,travel rarely,1490.0,7,4,life sciences,3,Male,35,3,3, healthcare representative ,2,divorced,104660.0,20948,3,,14,3.0,2,2,29.0,3,3.0,8,0,7,1974,No
14970.0,29,No,travel rarely,1246.0,19,3,,3,Male,77,2,2, sales executive ,3,,,23757,1,,14,3.0,3,2,10.0,3,3.0,10,0,4,1994,Yes
15220.0,29,Yes,,224.0,1,4,technical degree,1,Male,100,2,1, research scientist ,1,single,23620.0,7568,6,No,13,3.0,3,0,,2,1.0,9,0,7,1994,Yes
15440.0,29,No,,441.0,8,1,other,3,Female,39,1,2, healthcare representative ,1,,,7288,3,No,13,3.0,3,1,9.0,3,3.0,7,0,7,1994,Yes
15720.0,53,Yes,,607.0,2,5,,3,Female,78,2,3, manufacturing director ,4,married,,14618,0,,16,3.0,2,1,,4,3.0,33,1,9,1970,Yes
16080.0,44,No,,1313.0,7,3,medical,2,Female,31,3,5, research director ,4,,,3549,0,Yes,14,,4,1,,4,2.0,22,1,10,1979,No
16110.0,45,No,,1015.0,5,5,,3,Female,50,1,2, laboratory technician ,1,,57690.0,23447,1,,14,3.0,1,0,10.0,3,3.0,10,1,4,1978,No
16120.0,45,No,non travel,,26,3,marketing,1,Male,52,2,2, sales executive ,1,,43850.0,24162,1,,15,,1,1,10.0,2,,10,4,5,1978,No
16150.0,34,No,travel frequently,426.0,10,4,,3,Male,42,4,2, manufacturing director ,4,,,17000,1,,13,3.0,1,1,9.0,3,,9,7,2,1989,Yes
16190.0,27,No,,1302.0,36,3,,36,Male,0,2,1, laboratory technician ,1,divorced,40660.0,16290,1,No,11,3.0,1,2,7.0,3,3.0,7,0,7,1996,Yes
